Column1;stress;reaction_time;id_user;physical_activity;airplane_mode;surrounding_sound;screen;battery_level;completion_time;day_of_week;mobile_data;delivery_time;wifi;interruptibility_level;stress_level;charge_status;notification_ringtone;current_activity;priority_current_activity;id_user_1;attention_level;emotions;timestamp;interaction_others
89;0;6/12/2023 09:25;XgGpKa0LW74g5jxci1DF;0;FALSO;85.64337921;VERDADERO;62;6/12/2023 09:26;3;FALSO;6/12/2023 09:25;VERDADERO;2;4;FALSO;2;En el teléfono;2;XgGpKa0LW74g5jxci1DF;;;6/12/2023 09:25;
90;0;14/12/2023 16:23;YmIggFiYE0bKQH45D32l;1;FALSO;86.07860565;FALSO;69;14/12/2023 16:23;4;FALSO;14/12/2023 16:18;VERDADERO;2;4;FALSO;2;Trabajar;3;YmIggFiYE0bKQH45D32l;;;14/12/2023 16:18;
91;0;14/12/2023 15:49;YmIggFiYE0bKQH45D32l;0;FALSO;76.03767395;FALSO;70;14/12/2023 15:49;4;FALSO;14/12/2023 15:48;VERDADERO;3;4;FALSO;2;Trabajar;4;YmIggFiYE0bKQH45D32l;3;{'fearful': 0.0002801062719385609, 'disgusted': 0.00020679506800139327, 'angry': 0.022983925944195023, 'sad': 0.24856331037956822, 'surprised': 0.012035809111365382, 'neutral': 0.7098877600587484, 'happy': 0.006042307252743531};14/12/2023 15:48;0
92;0;;YmIggFiYE0bKQH45D32l;1;FALSO;66.17128754;VERDADERO;73;;4;FALSO;14/12/2023 15:05;VERDADERO;;5;FALSO;2;;;YmIggFiYE0bKQH45D32l;3;{'fearful': 0.00016509360987855608, 'disgusted': 0.0004927320031716936, 'angry': 0.24867867149794814, 'sad': 0.7286241070027104, 'surprised': 3.19142973268343e-05, 'neutral': 0.021730799655968594, 'happy': 0.0002766913545971036};14/12/2023 15:05;0
93;0;14/12/2023 15:00;YmIggFiYE0bKQH45D32l;0;FALSO;75.88417816;FALSO;75;14/12/2023 15:00;4;FALSO;14/12/2023 14:35;VERDADERO;2;4;FALSO;2;Escribir/Comprobar correos electrónicos;3;YmIggFiYE0bKQH45D32l;;;14/12/2023 14:35;
94;0;14/12/2023 14:11;YmIggFiYE0bKQH45D32l;0;FALSO;78.36899567;FALSO;77;14/12/2023 14:11;4;VERDADERO;14/12/2023 14:05;VERDADERO;3;2;FALSO;2;En el teléfono;2;YmIggFiYE0bKQH45D32l;;;14/12/2023 14:05;
95;0;;YmIggFiYE0bKQH45D32l;0;FALSO;69.43756866;FALSO;78;;4;FALSO;14/12/2023 13:35;VERDADERO;;5;FALSO;2;;;YmIggFiYE0bKQH45D32l;;;14/12/2023 13:35;
96;0;14/12/2023 13:20;YmIggFiYE0bKQH45D32l;0;FALSO;80.61199188;FALSO;81;14/12/2023 13:21;4;FALSO;14/12/2023 13:05;VERDADERO;4;5;FALSO;2;Comer;3;YmIggFiYE0bKQH45D32l;;;14/12/2023 13:05;
97;0;;YmIggFiYE0bKQH45D32l;0;FALSO;81.83193207;FALSO;82;;4;FALSO;14/12/2023 12:35;VERDADERO;;2;FALSO;2;;;YmIggFiYE0bKQH45D32l;;;14/12/2023 12:35;
98;0;14/12/2023 12:16;YmIggFiYE0bKQH45D32l;0;FALSO;76.91312408;FALSO;84;14/12/2023 12:16;4;FALSO;14/12/2023 12:05;VERDADERO;3;3;FALSO;2;Escribir/Comprobar correos electrónicos;3;YmIggFiYE0bKQH45D32l;3;{'fearful': 0.0016668724847566944, 'disgusted': 0.0009218765185699248, 'angry': 0.05728668488510076, 'sad': 0.21346075084711846, 'surprised': 0.032433503908615054, 'neutral': 0.6851720745793761, 'happy': 0.009058233749030796};14/12/2023 12:05;0
99;0;;YmIggFiYE0bKQH45D32l;1;FALSO;79.03354645;FALSO;87;;4;FALSO;14/12/2023 11:22;VERDADERO;;2;FALSO;2;;;YmIggFiYE0bKQH45D32l;;;14/12/2023 11:22;
100;0;14/12/2023 10:53;YmIggFiYE0bKQH45D32l;1;FALSO;89.77721405;FALSO;89;14/12/2023 10:53;4;FALSO;14/12/2023 10:52;VERDADERO;3;3;FALSO;2;Trabajar;4;YmIggFiYE0bKQH45D32l;;;14/12/2023 10:52;
101;0;14/12/2023 10:13;YmIggFiYE0bKQH45D32l;1;FALSO;68.98030853;FALSO;95;14/12/2023 10:13;4;FALSO;14/12/2023 09:59;VERDADERO;3;2;FALSO;2;Trabajar;3;YmIggFiYE0bKQH45D32l;3;{'fearful': 0.0003136167445651174, 'disgusted': 6.7969998630158e-05, 'angry': 0.10264463974377108, 'sad': 0.2156832767394603, 'surprised': 0.007759554975913492, 'neutral': 0.5860122289497235, 'happy': 0.08751871210935551};14/12/2023 09:59;0
102;0;14/12/2023 09:30;YmIggFiYE0bKQH45D32l;0;FALSO;62.82899475;FALSO;96;14/12/2023 09:30;4;FALSO;14/12/2023 09:29;VERDADERO;3;2;FALSO;2;Leer;3;YmIggFiYE0bKQH45D32l;3;{'fearful': 0.002330358061963488, 'disgusted': 5.901688170050987e-06, 'angry': 0.050882876796854146, 'sad': 0.4242825543348413, 'surprised': 0.0017627978186562062, 'neutral': 0.5014363278335296, 'happy': 0.019299172088609734};14/12/2023 09:29;0
103;0;14/12/2023 09:02;YmIggFiYE0bKQH45D32l;0;FALSO;66.51852417;FALSO;98;14/12/2023 09:02;4;FALSO;14/12/2023 08:59;VERDADERO;3;5;FALSO;2;Escribir/Comprobar correos electrónicos;4;YmIggFiYE0bKQH45D32l;3;{'fearful': 0.00010546601151965408, 'disgusted': 4.806403346425495e-06, 'angry': 0.016534302990210865, 'sad': 0.175144063364858, 'surprised': 0.0033417122861948206, 'neutral': 0.7997105848199376, 'happy': 0.005159064709272758};14/12/2023 08:59;0
105;0;12/12/2023 16:00;YmIggFiYE0bKQH45D32l;0;FALSO;71.27199554;FALSO;69;12/12/2023 16:00;2;FALSO;12/12/2023 15:59;VERDADERO;4;5;FALSO;2;Ver vídeos;3;YmIggFiYE0bKQH45D32l;3;{'fearful': 4.948493597112247e-07, 'disgusted': 2.6729294333449616e-08, 'angry': 1.760459599609021e-05, 'sad': 0.49761848617345095, 'surprised': 1.3119013431150961e-08, 'neutral': 0.5019187657162547, 'happy': 0.0004446568364073755};12/12/2023 15:59;0
112;0;12/12/2023 12:17;YmIggFiYE0bKQH45D32l;1;FALSO;71.05580139;FALSO;84;12/12/2023 12:18;2;FALSO;12/12/2023 12:05;VERDADERO;4;3;FALSO;2;Comer;2;YmIggFiYE0bKQH45D32l;;;12/12/2023 12:05;
113;0;12/12/2023 11:35;YmIggFiYE0bKQH45D32l;0;FALSO;70.9283905;FALSO;86;12/12/2023 11:35;2;FALSO;12/12/2023 11:34;VERDADERO;4;3;FALSO;2;Escribir/Comprobar correos electrónicos;3;YmIggFiYE0bKQH45D32l;3;{'fearful': 9.36343548690507e-05, 'disgusted': 2.065020074398793e-06, 'angry': 0.006127502050533924, 'sad': 0.13436330195550375, 'surprised': 0.0010106414225022084, 'neutral': 0.8447368512395771, 'happy': 0.01366599912254405};12/12/2023 11:34;0
114;0;12/12/2023 10:06;YmIggFiYE0bKQH45D32l;1;FALSO;82.52912903;FALSO;92;12/12/2023 10:06;2;FALSO;12/12/2023 09:50;VERDADERO;3;4;FALSO;1;Trabajar;4;YmIggFiYE0bKQH45D32l;;;12/12/2023 09:50;
115;0;15/12/2023 12:54;bH4H8otePZ9isvYLDACq;0;FALSO;68.94005585;FALSO;83;15/12/2023 12:54;5;FALSO;15/12/2023 12:54;VERDADERO;1;2;FALSO;2;Trabajar;5;bH4H8otePZ9isvYLDACq;3;;15/12/2023 12:54;
116;0;;bH4H8otePZ9isvYLDACq;0;FALSO;70.9407196;FALSO;84;;5;FALSO;15/12/2023 12:24;VERDADERO;;1;FALSO;2;;;bH4H8otePZ9isvYLDACq;3;{'fearful': 4.346048242339704e-06, 'disgusted': 0.00013361141040135752, 'angry': 0.0026897261645097066, 'sad': 0.11085444595664737, 'surprised': 1.510747816101845e-05, 'neutral': 0.8844208436853744, 'happy': 0.0018819243106169296};15/12/2023 12:24;0
117;0;15/12/2023 11:54;bH4H8otePZ9isvYLDACq;0;FALSO;57.88631821;VERDADERO;85;15/12/2023 11:54;5;FALSO;15/12/2023 11:54;VERDADERO;5;5;FALSO;2;En el teléfono;1;bH4H8otePZ9isvYLDACq;3;{'fearful': 2.9505370831957206e-05, 'disgusted': 0.000767677919445448, 'angry': 0.0021783229101926664, 'sad': 0.2949464333225758, 'surprised': 0.01391022700784106, 'neutral': 0.6724110148273982, 'happy': 0.01575683389791475};15/12/2023 11:54;0
118;0;15/12/2023 11:52;bH4H8otePZ9isvYLDACq;0;FALSO;74.22601318;FALSO;87;15/12/2023 11:52;5;FALSO;15/12/2023 11:24;VERDADERO;2;2;FALSO;2;Hablar;3;bH4H8otePZ9isvYLDACq;;;15/12/2023 11:24;
119;0;15/12/2023 10:55;bH4H8otePZ9isvYLDACq;0;FALSO;61.86142349;FALSO;89;15/12/2023 10:55;5;FALSO;15/12/2023 10:54;VERDADERO;1;2;FALSO;2;Trabajar;5;bH4H8otePZ9isvYLDACq;3;{'fearful': 4.31728499112327e-06, 'disgusted': 0.00010843047511646854, 'angry': 0.0011855415484130084, 'sad': 0.09101609588736513, 'surprised': 0.0003832572244239903, 'neutral': 0.9064710780978205, 'happy': 0.0008312769979966104};15/12/2023 10:54;0
120;0;;bH4H8otePZ9isvYLDACq;1;FALSO;90.30873108;FALSO;48;;3;FALSO;13/12/2023 13:48;VERDADERO;;3;FALSO;2;;;;;;;
121;0;13/12/2023 13:18;bH4H8otePZ9isvYLDACq;1;FALSO;88.62212372;FALSO;50;13/12/2023 13:18;3;FALSO;13/12/2023 13:17;VERDADERO;5;3;FALSO;2;Descansar;1;;;;;
122;0;13/12/2023 12:48;bH4H8otePZ9isvYLDACq;0;FALSO;87.62879944;FALSO;52;13/12/2023 12:48;3;VERDADERO;13/12/2023 12:47;VERDADERO;2;4;FALSO;2;Hacer ejercicio;2;;;;;
123;0;13/12/2023 12:17;bH4H8otePZ9isvYLDACq;1;FALSO;90.18082428;VERDADERO;54;13/12/2023 12:18;3;VERDADERO;13/12/2023 12:17;VERDADERO;2;5;FALSO;2;Hacer ejercicio;3;bH4H8otePZ9isvYLDACq;;;13/12/2023 12:17;
124;0;;bH4H8otePZ9isvYLDACq;0;FALSO;81.16016388;FALSO;55;;3;VERDADERO;13/12/2023 11:47;VERDADERO;;5;FALSO;2;;;bH4H8otePZ9isvYLDACq;;;13/12/2023 11:47;
125;0;13/12/2023 11:18;bH4H8otePZ9isvYLDACq;0;FALSO;85.63929749;FALSO;57;13/12/2023 11:18;3;VERDADERO;13/12/2023 11:17;VERDADERO;5;5;FALSO;2;Hacer ejercicio;2;bH4H8otePZ9isvYLDACq;;;13/12/2023 11:17;
126;0;;bH4H8otePZ9isvYLDACq;0;FALSO;77.19116974;FALSO;61;;3;VERDADERO;13/12/2023 10:43;VERDADERO;;2;FALSO;2;;;;;;;
127;0;13/12/2023 10:15;bH4H8otePZ9isvYLDACq;0;FALSO;65.20619965;FALSO;62;13/12/2023 10:15;3;FALSO;13/12/2023 10:13;VERDADERO;5;2;FALSO;2;Trabajar;3;bH4H8otePZ9isvYLDACq;3;{'fearful': 0.004025145722535071, 'disgusted': 0.0011853184194914738, 'angry': 0.008549219958893073, 'sad': 0.10946442666678464, 'surprised': 0.09453605858531473, 'neutral': 0.7566077094180166, 'happy': 0.02563212489896424};13/12/2023 10:13;0
